Organism	Element ID	Element Description	Promoter	Transgenesis	Stage	Expression	Tissues	Genome Assembly	Element Coordinates
Human	hs2496.54	5% mutation 8	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.55	5% mutation 9	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.56	5% mutation 10	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.57	5% mutation 11	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.58	5% mutation 12	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.59	5% mutation 13	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.60	5% mutation 14	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.61	5% mutation 15	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.62	5% mutation 16	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.63	5% mutation 17	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.64	composite 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.65	2% mutation 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.66	2% mutation 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.67	2% mutation 3	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.68	2% mutation 4	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.69	2% mutation 5	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.70	2% mutation 6	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.71	2% mutation 7	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.72	2% mutation 8	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.73	2% mutation 9	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.74	2% mutation 10	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.75	2% mutation 11	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.76	2% mutation 12	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.77	2% mutation 13	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.78	2% mutation 14	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.79	2% mutation 15	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.80	2% mutation 16	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.81	2% mutation 17	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.82	2% mutation 18	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.83	2% mutation 19	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.84	2% mutation 20	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.85	2% mutation 21	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.86	2% mutation 22	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.87	2% mutation 23	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.88	2% mutation 24	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.89	2% mutation 25	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.90	2% mutation 26	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.91	2% mutation 27	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.92	2% mutation 28	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.93	2% mutation 29	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.94	2% mutation 30	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.95	2% mutation 31	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.96	2% mutation 32	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.97	2% mutation 33	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.98	2% mutation 34	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.99	2% mutation 35	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.100	2% mutation 36	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.101	2% mutation 37	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.102	2% mutation 38	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.103	2% mutation 39	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.104	2% mutation 40	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.105	2% mutation 41	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.106	2% mutation 42	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.107	2% mutation 43	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.108	1% mutation	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.109	US1011001	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.110	human variant 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.111	SNV 13	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.112	SNV 14	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.113	SNV 15	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.114	SNV 16	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.115	SNV 17	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.116	SNV 18	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.117	SNV 19	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.118	SNV 20	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.119	SNV 21	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.120	SNV 22	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.121	SNV 23	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.122	SNV 24	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.123	SNV 25	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.124	SNV 26	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.125	SNV 27	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.126	SNV 28	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.127	SNV 29	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.128	SNV 30	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.129	SNV 31	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.130	SNV 32	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.131	SNV 33	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.132	SNV 34	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.133	SNV 35	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.134	SNV 36	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.135	SNV 37	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.136	SNV 38	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.137	SNV 39	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.138	SNV 40	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.139	SNV 41	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.140	SNV 42	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.141	SNV 43	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.142	SNV 44	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.143	composite 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.144	composite 3	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.145	composite 4	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.146	composite 5	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.147	composite 6	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:156791087-156791875
Human	hs2496.150	reference (ZRS; old)	Hsp68	random	e11.5	positive	Limb	hg38	chr7:156791087-156791875
Human	hs2497.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr10:42980637-42982237
Human	hs2497.0	reference	Hsp68	random	e12.5	positive	Midbrain	hg38	chr10:42980637-42982237
Human	hs2498.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Other	hg38	chr10:43056442-43058441
Human	hs2498.0	reference	Hsp68	random	e12.5	negative		hg38	chr10:43056442-43058441
Human	hs2500.0	reference	Hsp68	random	e11.5	negative		hg38	chr15:78858670-78862041
Human	hs2501.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr4:173446321-173451417
Human	hs2502.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr4:185564628-185571478
Human	hs2503.0	reference	Hsp68	random	e12.5	negative		hg38	chr4:110787759-110790429
Human	hs2504.0	reference	Hsp68	random	e11.5	negative		hg38	chr4:119733901-119736734
Human	hs2505.0	reference	Hsp68	random	e11.5	positive	Other	hg38	chr7:95627539-95632269
Human	hs2506.0	reference	Hsp68	random	e11.5	negative		hg38	chr8:117729025-117733018
Human	hs2507.0	reference	Hsp68	random	e11.5	negative		hg38	chr11:126408557-126413345
Human	hs2508.0	reference	Hsp68	random	e11.5	negative		hg38	chr22:39289731-39293728
Human	hs2509.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr10:44260653-44262837
Human	hs2510.0	reference	Hsp68	random	e11.5	positive	Eye	hg38	chr15:88400172-88403260
Human	hs2511.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr2:68876108-68881483
Human	hs2512.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:3420436-3425366
Human	hs2513.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:51496199-51500109
Human	hs2514.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr8:2032585-2038269
Human	hs2515.0	reference	Hsp68	random	e11.5	negative		hg38	chr15:78824549-78826724
Human	hs2516.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr1:170585619-170588187
Human	hs2516.0	reference	Hsp68	random	e13.5	positive	Limb	hg38	chr1:170585619-170588187
Human	hs2517.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Eye, Other	hg38	chr3:50429372-50432185
Human	hs2518.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme, Heart, Hindbrain, Nose, Other	hg38	chr6:15951961-15954503
Human	hs2519.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:9283604-9286315
Human	hs2520.0	reference	Hsp68	random	e11.5	positive	Trigeminal V (ganglion, cranial)	hg38	chr20:49578557-49581506
Human	hs2523.0	reference	Hsp68	random	e11.5	negative		hg38	chr8:128926718-128931132
Human	hs2524.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:94086622-94088730
Human	hs2525.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:94080849-94083113
Human	hs2526.0	reference	Hsp68	random	e11.5	positive	Eye, Limb	hg38	chr1:94078509-94080860
Human	hs2528.0	reference	Hsp68	random	e12.5	negative		hg38	chr16:53775003-53777725
Human	hs2530.0	reference	Hsp68	random	e11.5	negative		hg38	chr16:11639664-11641940
Human	hs2531.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	hg38	chr11:95336602-95340141
Human	hs2532.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:212524624-212526476
Human	hs2533.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Heart	hg38	chr6:140536592-140539681
Human	hs2534.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:178535954-178538076
Human	hs2535.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:2011070-2012864
Human	hs2536.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:218458575-218461521
Human	hs2537.0	reference	Hsp68	random	e11.5	positive	Heart, Neural tube	hg38	chr9:18361106-18364177
Human	hs2538.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:134365225-134367539
Human	hs2539.0	reference	Hsp68	random	e11.5	negative		hg38	chr4:139558563-139561998
Human	hs2540.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr12:91137887-91143694
Human	hs2541.0	reference	Hsp68	random	e11.5	negative		hg38	chr11:2009476-2014783
Human	hs2542.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:201354239-201358921
Human	hs2543.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Forebrain, Midbrain, Neural tube	hg38	chr22:17784911-17788092
Human	hs2544.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:131953740-131956534
Human	hs2546.0	reference	Hsp68	random	e11.5	negative		hg38	chr17:45812455-45814145
Human	hs2547.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	hg38	chr20:22401875-22405162
Human	hs2548.0	reference	Hsp68	random	e11.5	positive	Other	hg38	chr17:8672003-8676961
Human	hs2550.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr7:42147140-42147443
Human	hs2551.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr7:42146901-42147858
Human	hs2552.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:41954172-41958322
Human	hs2553.0	reference	Hsp68	random	e11.5	positive	Other	hg38	chr2:41962883-41968660
Human	hs2554.0	reference	Hsp68	random	e11.5	negative		hg38	chr17:80158954-80162649
Human	hs2563.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr8:132412899-132415642
Human	hs2564.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:28773572-28776010
Human	hs2565.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr20:57155027-57159433
Human	hs2566.0	reference	Hsp68	random	e11.5	negative		hg38	chr4:6768297-6773550
Human	hs2567.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr5:1839187-1842678
Human	hs2568.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:125583410-125586330
Human	hs2569.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr7:37941929-37945853
Human	hs2570.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr4:71856006-71859344
Human	hs2571.0	reference	Hsp68	random	e11.5	positive	Heart, Midbrain	hg38	chr3:157247166-157253098
Human	hs2572.0	reference	Hsp68	random	e11.5	positive	Branchial arch	hg38	chr1:201989699-201992130
Human	hs2573.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr12:55656493-55661896
Human	hs2574.0	reference	Hsp68	random	e11.5	negative		hg38	chr16:89332390-89337847
Human	hs2575.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:221102141-221106735
Human	hs2576.0	reference	Hsp68	random	e11.5	positive	Eye	hg38	chr6:159124757-159127812
Human	hs2577.0	reference	Hsp68	random	e11.5	negative		hg38	chr15:44184350-44188660
Human	hs2578.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme, Limb, Other	hg38	chr5:171699025-171703927
Human	hs2578.0	reference	Shh	targeted (H11)	e11.5	positive	Facial mesenchyme, Limb, Other	hg38	chr5:171699025-171703927
Human	hs2578.0	reference	Shh	targeted (H11)	e14.5	positive	Facial mesenchyme, Limb, Nose, Other	hg38	chr5:171699025-171703927
Human	hs2578.1	allele	Shh	targeted (H11)	e11.5	positive	Facial mesenchyme, Limb, Other	hg38	chr5:171699025-171703927
Human	hs2578.1	allele	Shh	targeted (H11)	e14.5	positive	Facial mesenchyme, Limb, Nose, Other	hg38	chr5:171699025-171703927
Human	hs2579.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Facial mesenchyme, Nose, Other	hg38	chr20:21825466-21828706
Human	hs2579.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Facial mesenchyme, Nose, Other	hg38	chr20:21825466-21828706
Human	hs2579.0	reference	Shh	targeted (H11)	e14.5	positive	Ear, Facial mesenchyme, Nose	hg38	chr20:21825466-21828706
Human	hs2579.1	normal facial variants	Shh	targeted (H11)	e11.5	allelic		hg38	chr20:21825466-21828706
Human	hs2579.1	normal facial variants	Shh	targeted (H11)	e14.5	allelic		hg38	chr20:21825466-21828706
Human	hs2580.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Forebrain	hg38	chr15:27250351-27255326
Human	hs2580.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Forebrain	hg38	chr15:27250351-27255326
Human	hs2581.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:104082858-104085565
Human	hs2581.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:104082858-104085565
Human	hs2582.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:156399275-156401759
Human	hs2584.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:17224533-17228487
Human	hs2585.0	reference	Hsp68	random	e11.5	positive	Limb, Neural tube	hg38	chr1:53120606-53125383
Human	hs2586.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:53618853-53621972
Human	hs2587.0	reference	Hsp68	random	e11.5	negative		hg38	chr22:23304235-23307987
Human	hs2588.0	reference	Hsp68	random	e11.5	negative		hg38	chr11:117219798-117223151
Human	hs2589.0	reference	Hsp68	random	e11.5	negative		hg38	chr17:17566289-17571268
Human	hs2590.0	reference	Hsp68	random	e11.5	positive	Heart, Somite	hg38	chr2:105485960-105491174
Human	hs2591.0	reference	Hsp68	random	e11.5	negative		hg38	chr8:118023058-118027480
Human	hs2592.0	reference	Hsp68	random	e11.5	negative		hg38	chr4:123782432-123787528
Human	hs2595.1	DDD variants	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr11:20276085-20277654
Human	hs2605.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr14:41284708-41286219
Human	hs2607.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr7:98613036-98614587
Human	hs2608.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr22:45216144-45217522
Human	hs2609.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain	hg38	chr20:64161330-64162810
Human	hs2610.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain	hg38	chr5:141040616-141042019
Human	hs2612.0	reference	Shh	targeted (H11)	e11.5	positive	Other	hg38	chr6:39087827-39089133
Human	hs2613.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain	hg38	chr17:66828982-66830435
Human	hs2614.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr15:74291004-74292205
Human	hs2615.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr14:97580595-97581714
Human	hs2616.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr17:32261589-32262680
Human	hs2619.0	reference	Shh	targeted (H11)	e11.5	positive	Midbrain	hg38	chr3:38805250-38806780
Human	hs2620.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain	hg38	chr20:38691862-38693085
Human	hs2621.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr17:34703087-34704522
Human	hs2622.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr15:77752724-77754277
Human	hs2623.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:127162686-127163576
Human	hs2624.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr13:99795793-99797097
Human	hs2625.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr5:176803500-176804609
Human	hs2626.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr20:36344071-36345382
Human	hs2628.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:48719911-48721111
Human	hs2629.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr15:73346440-73347364
Human	hs2632.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr15:65952193-65953129
Human	hs2633.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr5:175321800-175322504
Human	hs2634.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:210726156-210727575
Human	hs2636.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr7:30671349-30672716
Human	hs2637.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:23026219-23027558
Human	hs2638.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:11473171-11474305
Human	hs2639.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr18:78712707-78713772
Human	hs2640.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr2:219268579-219271002
Human	hs2641.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr4:173583825-173588361
Human	hs2642.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr4:173655580-173658063
Human	hs2643.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr5:154522049-154525571
Human	hs2644.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr4:173641272-173644105
Human	hs2645.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr3:42018612-42023215
Human	hs2646.0	reference	Shh	targeted (H11)	e12.5	positive	Neural tube	hg38	chr10:121433749-121439067
Human	hs2647.0	reference	Shh	targeted (H11)	e12.5	positive	Forebrain, Hindbrain	hg38	chr10:101449291-101454155
Human	hs2648.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr11:46672284-46679180
Human	hs2649.0	reference	Shh	targeted (H11)	e12.5	positive	Forebrain, Heart	hg38	chr5:112573426-112578018
Human	hs2650.0	reference	Shh	targeted (H11)	e12.5	positive	Heart	hg38	chr18:50672757-50675390
Human	hs2651.0	reference	Shh	targeted (H11)	e12.5	positive	Other	hg38	chr6:7558940-7563643
Human	hs2653.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr11:46685660-46688785
Human	hs2654.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr10:86697757-86701528
Human	hs2655.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr9:86806408-86811130
Human	hs2656.0	reference	Shh	targeted (H11)	e12.5	positive	Nose	hg38	chr8:98366524-98370330
Human	hs2657.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr2:197868138-197870648
Human	hs2658.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr10:86793349-86797287
Human	hs2659.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr5:154768928-154772678
Human	hs2660.0	reference	Shh	targeted (H11)	e12.5	negative		hg38	chr5:135353448-135359743
Human	hs2661.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:72218399-72221820
Human	hs2663.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr18:45465809-45466660
Human	hs2664.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain	hg38	chr3:128456488-128458320
Human	hs2665.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:128458321-128460326
Human	hs2665.1	HCFP1 variants (cluster A)	Shh	targeted (H11)	e11.5	allelic		hg38	chr3:128458321-128460326
Human	hs2665.2	HCFP1 variants (cluster B)	Shh	targeted (H11)	e11.5	allelic		hg38	chr3:128458321-128460326
Human	hs2666.0	reference	Shh	targeted (H11)	e11.5	positive	Ear, Hindbrain, Other	hg38	chr3:128467578-128469372
Human	hs2667.0	hs2664+hs2665	Shh	targeted (H11)	e11.5	positive	Ear, Hindbrain, Midbrain, Other	hg38	chr3:128456488-128460326
Human	hs2667.1	HCFP1 variants (cluster A)	Shh	targeted (H11)	e11.5	allelic		hg38	chr3:128456488-128460326
Human	hs2667.2	HCFP1 variants (cluster B)	Shh	targeted (H11)	e11.5	allelic		hg38	chr3:128456488-128460326
Human	hs2668.0	hs2665+hs2666	Shh	targeted (H11)	e11.5	positive	Ear, Hindbrain, Other	hg38	chr3:128458321-128469372
Human	hs2669.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr1:201010407-201013698
Human	hs2670.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Midbrain, Neural tube	hg38	chr1:39885397-39888756
Human	hs2671.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:42952130-42955315
Human	hs2672.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Dorsal root ganglion, Eye, Limb, Other	hg38	chr1:43833738-43836808
Human	hs2673.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Midbrain	hg38	chr1:48916733-48919461
Human	hs2674.0	reference	Shh	targeted (H11)	e11.5	positive	Ear, Hindbrain, Midbrain	hg38	chr10:71083916-71087354
Human	hs2675.0	reference	Shh	targeted (H11)	e11.5	positive	Eye, Melanocytes, Nose, Other, Tail, Trigeminal V (ganglion, cranial)	hg38	chr11:128531506-128534286
Human	hs2676.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr11:129635985-129639445
Human	hs2677.0	reference	Shh	targeted (H11)	e11.5	positive	Trigeminal V (ganglion, cranial)	hg38	chr11:13096564-13099496
Human	hs2678.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Hindbrain, Midbrain, Trigeminal V (ganglion, cranial)	hg38	chr11:72307322-72310280
Human	hs2679.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr12:113761062-113764654
Human	hs2680.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Dorsal root ganglion, Forebrain, Midbrain, Trigeminal V (ganglion, cranial)	hg38	chr12:12238954-12242348
Human	hs2681.0	reference	Shh	targeted (H11)	e11.5	positive	Midbrain	hg38	chr13:25179098-25182569
